,NPV,Break_Even,IRR,Cust_Contb,CLV,Tot_CLV,EV,MKTSH,Margin,Teach_Req,Teach_No_Req,Signup_Init,Signup_CAGR,Ret_Init,Ret_CAGR,User_Price,Class_Buy,Class_Buy_CAGR,Class_Per,Class_Price,Sponsor_Per,Sponsor_Price,Web_Dev,Web_Maint,Content_Dev,New_Courses,Course_Cost,Users_Per_Mod,Users_Per_Mod_CAGR,Mod_Cost,Seat_Class,Seat_Class_CAGR,Class_Per_Inst,Inst_Cost,Compute,Bandwidth,Staff_Salary,Ad_State,Ad_User,Legal,Admin,Payment_Proc,Misc,Bus_Dev_A,Bus_Dev_R
67.00,302237.57,4.00,66.00,768.80,2443.80,2530282.23,7195406.49,0.02,0.87,3.70,1.20,0.0024,0.51,0.24,0.07,52.17,0.54,0.09,8.00,154.58,1.00,93757.00,59473.00,0.17,33353.00,5.00,3300.00,34.00,0.21,5388.00,13.00,0.54,18.00,14292.00,2.69,0.56,108176.00,6191.00,8.35,5111.00,6810.00,0.04,5561.00,0.23,0.13
68.00,-444492.42,4.00,67.00,309.60,654.77,445982.55,1203532.37,0.02,0.80,2.70,1.10,0.0025,0.47,0.29,0.13,51.71,0.59,0.12,6.00,128.10,1.00,58520.00,43127.00,0.17,23783.00,4.00,1954.00,54.00,0.32,5518.00,8.00,0.43,19.00,16136.00,1.90,0.67,98840.00,6451.00,5.65,5694.00,4971.00,0.05,4293.00,0.25,0.08
69.00,49553.83,4.00,68.00,645.94,1830.41,1452669.60,4445482.81,0.02,0.88,2.90,1.00,0.0026,0.47,0.25,0.09,53.09,0.62,0.12,5.00,153.88,1.00,87246.00,70861.00,0.12,41489.00,3.00,2950.00,48.00,0.24,4256.00,10.00,0.50,22.00,16219.00,2.64,0.70,89325.00,6255.00,5.91,3650.00,6076.00,0.04,4881.00,0.16,0.08
70.00,686819.31,3.00,69.00,799.47,2600.23,4412826.22,13185352.53,0.04,0.78,3.20,1.20,0.0024,0.79,0.21,0.10,48.61,0.50,0.12,10.00,135.07,1.00,112243.00,41709.00,0.22,33129.00,5.00,2044.00,50.00,0.22,4862.00,8.00,0.49,15.00,14761.00,3.04,0.82,101916.00,6646.00,7.85,6138.00,5030.00,0.04,3772.00,0.30,0.11
71.00,60214.03,4.00,70.00,600.07,1796.76,2201984.99,6502487.20,0.03,0.85,2.60,1.20,0.0024,0.70,0.22,0.11,51.63,0.65,0.08,5.00,161.25,1.00,100694.00,55781.00,0.17,40632.00,6.00,3297.00,54.00,0.19,4164.00,6.00,0.70,16.00,15525.00,2.45,0.79,96302.00,6191.00,6.23,5656.00,7501.00,0.04,5609.00,0.23,0.10
72.00,-363791.13,4.00,71.00,227.30,464.69,520349.43,1491132.42,0.02,0.87,3.10,1.30,0.0026,0.61,0.30,0.13,51.73,0.62,0.15,2.00,145.09,1.00,80906.00,39245.00,0.17,49264.00,3.00,3067.00,46.00,0.24,4271.00,14.00,0.68,20.00,15312.00,2.61,0.65,97085.00,5737.00,7.15,5563.00,6852.00,0.05,4958.00,0.29,0.10
73.00,-284226.98,4.00,72.00,278.48,849.80,1068877.89,2407966.98,0.03,0.87,3.00,1.20,0.0025,0.65,0.25,0.07,44.59,0.47,0.11,3.00,138.40,1.00,107030.00,62489.00,0.11,51147.00,3.00,3782.00,54.00,0.30,5404.00,11.00,0.32,28.00,15357.00,2.24,0.77,102153.00,6583.00,3.82,5441.00,6475.00,0.04,5231.00,0.27,0.08
74.00,32244.84,4.00,73.00,267.10,732.49,1897027.85,6169873.75,0.05,0.75,3.80,1.10,0.0025,0.97,0.30,0.05,48.65,0.55,0.11,3.00,148.66,1.00,83059.00,44930.00,0.17,40239.00,2.00,1478.00,45.00,0.23,6378.00,11.00,0.54,16.00,17344.00,2.28,0.87,90689.00,7150.00,5.35,5626.00,5833.00,0.04,5134.00,0.24,0.12
75.00,-270809.43,4.00,74.00,527.09,1154.54,505768.72,1226149.55,0.01,0.90,2.70,1.20,0.0024,0.29,0.28,0.13,49.88,0.44,0.10,4.00,173.07,1.00,103692.00,39870.00,0.17,31096.00,1.00,3555.00,45.00,0.27,4829.00,10.00,0.39,23.00,16940.00,2.18,0.63,88095.00,5960.00,3.87,5388.00,7832.00,0.05,5074.00,0.24,0.11
76.00,1042209.77,3.00,75.00,700.90,1648.95,3332858.07,14316191.89,0.04,0.83,3.00,1.40,0.0025,0.89,0.28,0.11,50.27,0.62,0.05,7.00,170.76,1.00,96093.00,40857.00,0.11,29836.00,4.00,1953.00,52.00,0.28,5161.00,7.00,0.49,18.00,13878.00,2.07,0.81,108588.00,5804.00,6.51,4737.00,6026.00,0.05,4692.00,0.15,0.10
77.00,731480.35,3.00,76.00,562.61,1294.69,2817332.66,12162238.45,0.05,0.82,2.90,1.40,0.0026,0.92,0.24,0.16,51.89,0.48,0.12,6.00,153.03,1.00,105028.00,54797.00,0.19,34126.00,3.00,1239.00,55.00,0.29,5675.00,7.00,0.43,23.00,14947.00,2.45,0.60,102717.00,5632.00,5.24,5221.00,6593.00,0.04,5566.00,0.19,0.09
78.00,-718466.02,9.00,77.00,10.70,38.46,107736.93,-926875.72,0.06,0.62,3.10,1.30,0.0028,0.96,0.19,0.10,49.64,0.41,0.09,1.00,132.56,1.00,71740.00,39627.00,0.14,51480.00,5.00,1295.00,37.00,0.21,4911.00,14.00,0.46,25.00,14596.00,2.17,0.88,96414.00,6030.00,6.94,4193.00,5975.00,0.05,4079.00,0.29,0.08
79.00,1437.05,4.00,78.00,252.87,646.20,1472011.91,4700867.82,0.04,0.79,3.70,1.50,0.0025,0.86,0.24,0.13,48.42,0.41,0.13,3.00,126.62,1.00,116022.00,84376.00,0.17,39066.00,3.00,1038.00,59.00,0.26,5377.00,9.00,0.38,22.00,15622.00,2.48,0.55,76097.00,6390.00,5.01,6330.00,6941.00,0.05,6242.00,0.28,0.10
80.00,-770801.11,9.00,79.00,15.16,59.68,73521.68,-1301675.58,0.03,0.86,3.00,1.20,0.0024,0.63,0.18,0.09,48.26,0.05,0.08,4.00,135.23,1.00,90742.00,74289.00,0.16,26398.00,5.00,3763.00,61.00,0.27,5123.00,12.00,0.33,13.00,12330.00,2.30,0.70,99623.00,6501.00,4.59,5176.00,7104.00,0.05,4646.00,0.28,0.07
81.00,791896.20,4.00,80.00,352.02,1161.80,4571866.28,13781177.83,0.10,0.82,2.80,1.20,0.0026,1.27,0.24,0.06,54.61,0.39,0.09,5.00,152.21,1.00,87223.00,31812.00,0.18,39929.00,4.00,1938.00,53.00,0.23,5508.00,10.00,0.52,22.00,16045.00,2.20,0.69,91960.00,6131.00,6.54,5452.00,6303.00,0.05,6235.00,0.29,0.09
82.00,-1610.71,4.00,81.00,296.01,981.85,2188627.96,5640415.83,0.05,0.87,3.40,0.90,0.0025,0.94,0.23,0.07,38.64,0.21,0.12,7.00,148.13,1.00,106241.00,34227.00,0.11,47504.00,4.00,1012.00,60.00,0.26,4996.00,11.00,0.57,21.00,14663.00,2.40,0.68,108222.00,7143.00,6.33,4854.00,6247.00,0.06,3924.00,0.29,0.12
83.00,-275859.48,4.00,82.00,282.45,902.64,1227660.81,2946232.20,0.03,0.68,3.50,1.30,0.0024,0.64,0.23,0.08,51.74,0.42,0.09,6.00,145.82,1.00,85454.00,57733.00,0.18,36219.00,4.00,2301.00,41.00,0.26,4834.00,7.00,0.33,16.00,16540.00,2.85,0.74,90219.00,5913.00,5.91,5019.00,6319.00,0.04,4921.00,0.20,0.09
84.00,-649376.75,5.00,83.00,71.99,231.81,409690.78,266666.56,0.05,0.72,2.90,1.00,0.0024,0.88,0.22,0.09,42.14,0.43,0.09,3.00,142.24,1.00,40200.00,51436.00,0.15,62723.00,5.00,2944.00,57.00,0.18,5419.00,11.00,0.51,15.00,17382.00,2.84,0.94,93448.00,5971.00,4.53,5213.00,5672.00,0.04,4621.00,0.22,0.11
85.00,49806.00,4.00,84.00,381.64,1303.31,1926198.17,4933835.83,0.03,0.89,3.30,1.60,0.0024,0.65,0.20,0.10,46.49,0.40,0.12,4.00,156.91,1.00,105831.00,51790.00,0.15,60366.00,4.00,2936.00,47.00,0.19,4519.00,14.00,0.56,23.00,12989.00,3.40,0.67,100334.00,6857.00,9.33,6402.00,5512.00,0.05,5413.00,0.11,0.06
86.00,360175.66,4.00,85.00,390.33,1152.16,3007199.34,10049076.85,0.05,0.83,2.70,1.80,0.0024,0.99,0.24,0.09,61.14,0.50,0.08,5.00,147.21,1.00,67387.00,27391.00,0.17,60147.00,5.00,1878.00,56.00,0.23,4988.00,13.00,0.68,12.00,17186.00,2.06,0.69,96267.00,5517.00,4.87,5484.00,5832.00,0.05,5073.00,0.28,0.08
87.00,-172055.49,4.00,86.00,286.73,1041.65,2043722.80,4835149.96,0.05,0.80,3.00,1.00,0.0025,0.89,0.21,0.07,59.37,0.59,0.09,4.00,137.31,1.00,77319.00,35058.00,0.17,21169.00,4.00,3014.00,43.00,0.23,5496.00,8.00,0.61,16.00,13382.00,3.39,0.65,118617.00,6681.00,6.63,5281.00,5765.00,0.06,5744.00,0.26,0.08
88.00,-115078.20,4.00,87.00,331.43,1003.01,1383488.58,3456081.88,0.03,0.83,2.80,1.50,0.0026,0.65,0.21,0.12,47.54,0.68,0.14,2.00,161.01,1.00,102519.00,58674.00,0.11,36234.00,3.00,2594.00,54.00,0.26,5392.00,11.00,0.48,14.00,15528.00,2.03,0.84,86673.00,5738.00,6.55,4033.00,4988.00,0.06,4453.00,0.41,0.10
89.00,54234.11,4.00,88.00,464.25,1016.90,1094198.05,4192694.53,0.02,0.85,3.40,1.30,0.0023,0.61,0.28,0.13,50.20,0.37,0.14,4.00,170.67,1.00,101411.00,57641.00,0.05,43171.00,4.00,2357.00,41.00,0.19,4820.00,10.00,0.49,26.00,15258.00,1.59,0.55,70450.00,6075.00,1.33,3908.00,6792.00,0.05,4432.00,0.30,0.08
90.00,158070.75,4.00,89.00,436.70,1448.49,2953064.71,8470068.31,0.05,0.75,3.10,1.30,0.0024,0.88,0.23,0.07,50.91,0.50,0.11,7.00,119.64,1.00,90395.00,55622.00,0.13,47029.00,2.00,2604.00,46.00,0.26,4874.00,8.00,0.50,15.00,15281.00,1.86,0.71,98673.00,5896.00,7.57,5031.00,6310.00,0.05,5747.00,0.22,0.10
91.00,1963284.59,3.00,90.00,1003.19,3114.51,7095384.78,23856983.44,0.04,0.89,3.40,1.60,0.0025,0.85,0.22,0.10,59.11,0.63,0.10,7.00,179.05,1.00,81847.00,35903.00,0.11,41511.00,4.00,2137.00,47.00,0.29,4663.00,14.00,0.56,13.00,14226.00,2.45,0.81,88872.00,6387.00,2.53,4603.00,4849.00,0.05,4371.00,0.30,0.09
92.00,525493.66,3.00,91.00,338.91,797.33,2461908.55,9530240.83,0.06,0.83,3.40,1.60,0.0025,1.05,0.28,0.11,54.80,0.40,0.11,3.00,168.26,1.00,138643.00,68539.00,0.19,24742.00,5.00,3075.00,34.00,0.28,4543.00,14.00,0.47,17.00,13867.00,1.51,0.87,84593.00,5741.00,9.64,5502.00,5977.00,0.04,6076.00,0.28,0.10
93.00,71033.54,4.00,92.00,303.77,1095.92,2446655.30,6083760.18,0.05,0.86,3.30,0.90,0.0026,0.92,0.17,0.13,53.37,0.56,0.12,3.00,133.67,1.00,94361.00,49922.00,0.12,35215.00,2.00,2103.00,53.00,0.25,4773.00,10.00,0.70,23.00,15018.00,2.57,0.71,104515.00,6757.00,5.67,4976.00,5871.00,0.05,5591.00,0.23,0.10
94.00,174674.51,4.00,93.00,312.26,765.06,1936811.94,7245713.21,0.06,0.82,3.40,1.00,0.0025,1.03,0.30,0.08,49.01,0.52,0.06,4.00,142.11,1.00,82618.00,88485.00,0.16,57523.00,3.00,2523.00,39.00,0.31,4792.00,10.00,0.69,15.00,14768.00,2.26,0.71,82292.00,5965.00,4.95,4047.00,6330.00,0.05,4538.00,0.23,0.12
95.00,-315222.75,4.00,94.00,354.04,1060.09,860380.75,1960651.00,0.02,0.85,4.00,1.10,0.0025,0.38,0.22,0.11,51.88,0.59,0.08,5.00,153.71,1.00,72486.00,78462.00,0.19,38790.00,3.00,1446.00,41.00,0.28,4965.00,11.00,0.34,19.00,13290.00,2.46,0.76,107290.00,6495.00,7.15,4678.00,4801.00,0.05,4437.00,0.21,0.08
96.00,656977.04,4.00,95.00,386.02,1098.58,3317403.71,11186957.52,0.06,0.80,3.00,1.80,0.0023,1.07,0.24,0.10,52.52,0.54,0.07,5.00,132.14,1.00,104791.00,21075.00,0.17,32881.00,4.00,2592.00,48.00,0.25,5731.00,10.00,0.60,18.00,17490.00,2.26,0.61,95525.00,5995.00,8.46,4390.00,6414.00,0.05,5295.00,0.24,0.12
97.00,-93117.51,4.00,96.00,257.46,701.50,1383438.77,3972089.70,0.04,0.81,3.60,1.20,0.0024,0.85,0.26,0.09,40.37,0.36,0.09,4.00,140.74,1.00,115742.00,60289.00,0.13,37369.00,4.00,3854.00,43.00,0.29,5199.00,12.00,0.34,18.00,14530.00,2.40,0.78,99586.00,6016.00,7.21,4428.00,6617.00,0.04,4423.00,0.20,0.11
98.00,320077.53,3.00,97.00,367.00,1098.87,2326995.00,6664520.55,0.04,0.82,4.00,1.40,0.0025,0.79,0.22,0.11,50.52,0.33,0.10,5.00,135.76,1.00,154158.00,25168.00,0.16,50793.00,5.00,2158.00,61.00,0.22,6006.00,9.00,0.46,17.00,14368.00,2.50,0.60,92431.00,6177.00,7.88,3680.00,6374.00,0.05,4917.00,0.26,0.11
99.00,-490530.56,5.00,98.00,163.88,367.51,501055.73,1045893.68,0.03,0.61,2.80,1.40,0.0027,0.68,0.23,0.18,53.10,0.61,0.10,4.00,144.68,1.00,66206.00,33135.00,0.12,42222.00,5.00,2913.00,53.00,0.24,5701.00,9.00,0.17,18.00,16129.00,1.69,0.71,99699.00,6666.00,5.38,5790.00,4911.00,0.04,5273.00,0.29,0.13
100.00,86413.58,4.00,99.00,465.01,1223.30,1671860.47,5560693.97,0.03,0.88,2.80,1.40,0.0023,0.74,0.29,0.07,49.51,0.59,0.14,3.00,173.05,1.00,100334.00,34193.00,0.12,32797.00,3.00,2535.00,52.00,0.33,5360.00,12.00,0.63,11.00,13776.00,1.88,0.93,100144.00,6394.00,4.36,5394.00,4430.00,0.05,3511.00,0.19,0.14
101.00,-93179.70,4.00,100.00,342.45,652.66,957743.94,4312474.12,0.03,0.83,3.70,1.40,0.0025,0.70,0.30,0.15,47.75,0.69,0.10,4.00,125.46,1.00,54558.00,54070.00,0.11,48539.00,4.00,2266.00,56.00,0.23,4716.00,10.00,0.56,17.00,14312.00,2.39,0.83,84264.00,5733.00,9.38,5778.00,6150.00,0.04,4497.00,0.33,0.10
102.00,-785492.21,9.00,101.00,-136.09,-414.60,-262932.83,-2165900.63,0.01,0.95,2.60,1.50,0.0024,0.36,0.26,0.06,50.96,0.45,0.11,-1.00,136.41,1.00,74010.00,68072.00,0.12,47971.00,1.00,2710.00,48.00,0.26,4277.00,9.00,0.45,24.00,15030.00,2.81,0.64,94824.00,5798.00,8.22,6268.00,5339.00,0.05,4012.00,0.22,0.15
103.00,832648.45,3.00,102.00,953.52,3189.37,4067671.13,11541679.80,0.04,0.89,2.60,0.90,0.0026,0.72,0.19,0.12,46.26,0.47,0.10,10.00,136.25,1.00,128671.00,55233.00,0.15,50612.00,4.00,2229.00,48.00,0.27,5174.00,8.00,0.63,26.00,15394.00,2.42,0.73,74430.00,7290.00,9.74,5037.00,6569.00,0.06,4159.00,0.27,0.11
104.00,-33891.64,4.00,103.00,338.28,608.03,660665.27,2446890.13,0.02,0.90,3.90,1.10,0.0026,0.58,0.38,0.10,55.80,0.29,0.08,1.00,148.15,1.00,160097.00,27054.00,0.10,34824.00,5.00,906.00,52.00,0.22,4695.00,10.00,0.54,16.00,15575.00,2.69,0.80,85193.00,6243.00,8.90,4746.00,5223.00,0.06,5489.00,0.25,0.08
105.00,-36439.17,4.00,104.00,346.28,1414.02,1740721.34,3230409.93,0.03,0.89,2.60,1.20,0.0026,0.63,0.18,0.08,52.55,0.45,0.10,3.00,149.35,1.00,116548.00,39590.00,0.17,34353.00,3.00,2064.00,47.00,0.27,4329.00,15.00,0.52,21.00,14508.00,3.21,0.84,93162.00,6262.00,6.63,4297.00,6574.00,0.06,5105.00,0.20,0.11
106.00,-559148.64,9.00,105.00,214.28,368.06,198565.07,-31654.22,0.01,0.85,2.60,1.20,0.0025,0.41,0.37,0.12,60.21,0.46,0.09,4.00,148.84,1.00,80074.00,67201.00,0.16,40237.00,4.00,1983.00,55.00,0.25,4490.00,4.00,0.57,21.00,15560.00,2.91,0.61,94758.00,5793.00,6.04,4345.00,7164.00,0.04,4005.00,0.24,0.12
107.00,470860.38,3.00,106.00,659.78,3618.67,5393620.86,9481812.72,0.04,0.90,2.90,0.90,0.0024,0.76,0.15,0.05,57.96,0.57,0.08,7.00,149.29,1.00,55112.00,57892.00,0.18,29062.00,5.00,2322.00,54.00,0.25,4937.00,13.00,0.57,28.00,15519.00,2.72,0.79,84556.00,6958.00,7.80,4241.00,4910.00,0.05,4288.00,0.29,0.10
108.00,-271023.58,4.00,107.00,230.16,729.24,1417769.79,3544901.53,0.05,0.81,2.50,1.50,0.0026,0.85,0.25,0.06,62.75,0.48,0.09,4.00,131.76,1.00,72458.00,48690.00,0.18,40703.00,6.00,2824.00,56.00,0.33,4938.00,10.00,0.46,18.00,15291.00,2.39,0.72,108214.00,5441.00,6.54,4849.00,5643.00,0.06,5291.00,0.18,0.13
109.00,225651.92,4.00,108.00,530.07,1255.38,1762370.90,6908606.38,0.04,0.85,3.10,0.80,0.0026,0.77,0.25,0.14,47.23,0.55,0.12,4.00,185.31,1.00,80750.00,74737.00,0.10,47140.00,5.00,2128.00,49.00,0.24,4701.00,10.00,0.48,20.00,15658.00,2.54,0.87,83493.00,6246.00,8.14,4754.00,6419.00,0.05,3944.00,0.21,0.08
110.00,-489512.88,9.00,109.00,57.13,131.23,175652.64,-465487.37,0.03,0.80,3.40,1.20,0.0024,0.70,0.32,0.08,57.19,0.73,0.10,0.00,144.20,1.00,70213.00,56451.00,0.17,26230.00,2.00,2496.00,44.00,0.30,5436.00,7.00,0.39,19.00,15430.00,2.03,0.80,52757.00,6224.00,9.95,4176.00,7118.00,0.06,5962.00,0.36,0.08
111.00,1407953.20,3.00,110.00,815.69,2307.50,5217068.21,18619132.52,0.05,0.84,2.70,1.30,0.0024,1.00,0.28,0.06,54.26,0.61,0.10,7.00,160.30,1.00,89371.00,68327.00,0.19,39561.00,5.00,2910.00,49.00,0.20,5631.00,12.00,0.49,17.00,15147.00,1.78,0.68,89655.00,5717.00,9.05,5184.00,5797.00,0.05,5719.00,0.30,0.11
112.00,-443701.81,4.00,111.00,279.19,713.36,423840.27,429963.57,0.02,0.86,3.00,0.90,0.0026,0.37,0.31,0.06,49.33,0.45,0.10,4.00,143.62,1.00,92573.00,53757.00,0.19,39768.00,3.00,3392.00,59.00,0.25,4686.00,8.00,0.41,18.00,15971.00,2.91,0.62,92659.00,5938.00,4.87,4500.00,5947.00,0.05,5772.00,0.17,0.13
113.00,-699453.94,9.00,112.00,92.57,252.83,232398.57,-61491.09,0.02,0.75,2.80,1.00,0.0025,0.57,0.29,0.06,57.15,0.46,0.12,6.00,117.08,1.00,32301.00,42019.00,0.09,53050.00,3.00,3753.00,42.00,0.32,5213.00,9.00,0.42,19.00,16042.00,2.00,0.62,102020.00,5791.00,3.77,4947.00,6094.00,0.05,4096.00,0.39,0.12
114.00,-140475.73,4.00,113.00,314.72,891.82,1334075.20,3471139.60,0.04,0.85,2.90,1.10,0.0025,0.77,0.25,0.09,49.74,0.48,0.11,3.00,143.31,1.00,108751.00,64591.00,0.14,28205.00,6.00,2651.00,60.00,0.25,5481.00,9.00,0.50,22.00,14250.00,2.76,0.72,87179.00,6075.00,7.42,4852.00,5362.00,0.05,5533.00,0.29,0.11
115.00,128565.70,4.00,114.00,555.63,1630.35,2054635.86,6324241.41,0.03,0.85,2.70,1.20,0.0022,0.75,0.26,0.07,44.45,0.66,0.10,5.00,141.35,1.00,96178.00,47057.00,0.12,47591.00,4.00,2999.00,53.00,0.29,5613.00,7.00,0.62,20.00,14864.00,2.18,0.71,96094.00,6596.00,8.08,5001.00,5042.00,0.05,5717.00,0.20,0.08
116.00,-702497.74,9.00,115.00,0.60,1.66,1799.01,-1451576.21,0.02,0.76,4.80,1.20,0.0026,0.43,0.23,0.12,51.78,0.58,0.10,0.00,138.83,1.00,101992.00,59713.00,0.10,39221.00,3.00,2309.00,32.00,0.20,5206.00,11.00,0.50,9.00,14024.00,1.82,0.77,91826.00,7393.00,7.69,5419.00,6067.00,0.05,4320.00,0.25,0.08
117.00,211584.72,4.00,116.00,365.78,734.80,1611727.02,7507800.81,0.05,0.77,3.70,0.80,0.0026,0.96,0.34,0.10,49.27,0.33,0.09,7.00,153.11,1.00,92250.00,42542.00,0.13,48848.00,2.00,2161.00,41.00,0.23,4319.00,11.00,0.48,12.00,15502.00,2.06,0.57,92227.00,6053.00,4.30,6320.00,6460.00,0.05,5105.00,0.24,0.10
118.00,-285706.30,4.00,117.00,465.25,1094.55,770841.75,2220947.87,0.02,0.77,2.60,1.40,0.0023,0.47,0.28,0.11,57.65,0.49,0.10,6.00,156.06,1.00,88162.00,46978.00,0.21,42992.00,4.00,3476.00,39.00,0.29,5060.00,6.00,0.43,17.00,16299.00,2.19,0.82,84842.00,5616.00,7.36,5481.00,5865.00,0.05,6189.00,0.30,0.09
119.00,280184.24,4.00,118.00,364.61,1397.65,2941068.87,6726308.28,0.05,0.83,3.10,1.20,0.0023,0.92,0.16,0.13,54.66,0.54,0.13,3.00,132.51,1.00,136427.00,26193.00,0.12,44860.00,5.00,3128.00,39.00,0.22,5112.00,10.00,0.45,26.00,14953.00,1.68,0.63,92565.00,5953.00,2.51,6461.00,5331.00,0.05,4976.00,0.30,0.10
120.00,-717208.63,9.00,119.00,-0.48,-1.36,-3304.02,-1413809.07,0.05,0.78,3.40,1.10,0.0025,0.97,0.25,0.09,47.27,0.51,0.12,0.00,168.83,1.00,105578.00,64180.00,0.16,42126.00,6.00,1737.00,49.00,0.22,4181.00,11.00,0.45,19.00,16539.00,2.77,0.78,113332.00,6139.00,4.42,4663.00,6583.00,0.05,4478.00,0.17,0.09
121.00,-592207.86,9.00,120.00,239.12,627.72,345241.73,-12638.19,0.01,0.85,3.50,1.40,0.0025,0.25,0.28,0.08,46.33,0.46,0.08,5.00,135.40,1.00,75227.00,69279.00,0.16,52388.00,4.00,3397.00,53.00,0.30,5375.00,6.00,0.53,19.00,15192.00,2.82,0.83,86760.00,6572.00,9.11,4776.00,5763.00,0.05,4455.00,0.26,0.12
122.00,426500.29,3.00,121.00,299.05,760.19,2409305.00,8943013.45,0.06,0.80,3.70,1.50,0.0025,1.04,0.25,0.12,46.34,0.40,0.11,4.00,138.51,1.00,120223.00,56264.00,0.10,33417.00,4.00,668.00,57.00,0.26,4906.00,5.00,0.53,28.00,14585.00,1.41,0.72,90872.00,5913.00,4.17,4312.00,6929.00,0.04,4689.00,0.26,0.09
123.00,-2202.35,4.00,122.00,346.88,918.54,1684465.93,5613851.74,0.04,0.76,3.40,1.30,0.0027,0.76,0.24,0.12,53.87,0.64,0.07,5.00,129.44,1.00,78213.00,73710.00,0.19,40071.00,4.00,2330.00,44.00,0.22,4880.00,12.00,0.26,23.00,16002.00,2.66,0.73,100140.00,5560.00,5.81,5363.00,5596.00,0.06,3478.00,0.34,0.09
124.00,-373802.99,4.00,123.00,199.57,567.95,677946.59,1305412.57,0.03,0.88,2.50,1.30,0.0026,0.65,0.24,0.10,52.26,0.46,0.12,2.00,139.13,1.00,107302.00,46532.00,0.11,35950.00,2.00,1518.00,57.00,0.22,3919.00,11.00,0.57,15.00,14621.00,2.25,0.82,108667.00,6093.00,6.29,5599.00,5691.00,0.04,5096.00,0.25,0.09
125.00,-371732.08,4.00,124.00,159.24,269.38,422487.06,1319824.16,0.04,0.76,2.80,1.30,0.0026,0.83,0.35,0.14,52.58,0.63,0.05,2.00,150.36,1.00,92899.00,63317.00,0.18,21877.00,3.00,2205.00,41.00,0.19,5009.00,8.00,0.43,18.00,14499.00,2.24,0.68,90197.00,6173.00,4.64,4286.00,5305.00,0.05,5180.00,0.19,0.12
126.00,60672.46,4.00,125.00,272.45,804.22,1575759.91,4540992.84,0.04,0.81,3.60,1.10,0.0025,0.83,0.24,0.09,56.64,0.41,0.11,3.00,152.67,1.00,96627.00,24507.00,0.22,41177.00,4.00,2052.00,49.00,0.20,3867.00,8.00,0.55,19.00,14995.00,2.79,0.70,73428.00,6407.00,6.72,5461.00,5789.00,0.05,5640.00,0.23,0.06
127.00,478489.11,3.00,126.00,553.94,2908.29,4643926.79,8130742.51,0.04,0.88,2.20,1.30,0.0026,0.77,0.14,0.08,49.64,0.39,0.10,7.00,132.56,1.00,119451.00,59763.00,0.11,26255.00,5.00,1651.00,54.00,0.28,4954.00,14.00,0.56,17.00,14639.00,2.28,0.83,82088.00,6373.00,6.67,4941.00,6685.00,0.05,2726.00,0.31,0.09
128.00,-381780.45,4.00,127.00,165.03,418.11,729630.20,1595952.15,0.04,0.81,3.20,1.30,0.0024,0.82,0.26,0.11,52.00,0.53,0.09,2.00,137.16,1.00,96434.00,39771.00,0.09,40664.00,2.00,3198.00,40.00,0.30,4908.00,10.00,0.53,20.00,15158.00,3.21,0.82,94514.00,7005.00,6.97,4828.00,5732.00,0.05,5405.00,0.22,0.14
129.00,-61785.12,4.00,128.00,711.15,1937.69,1320263.48,3488803.08,0.02,0.91,2.80,1.10,0.0027,0.39,0.26,0.09,43.99,0.69,0.09,4.00,145.53,1.00,140287.00,88000.00,0.15,44369.00,4.00,2311.00,38.00,0.29,5698.00,9.00,0.56,30.00,14822.00,1.93,0.76,100935.00,6545.00,7.48,5391.00,6235.00,0.05,4055.00,0.21,0.13
130.00,-45995.77,4.00,129.00,422.34,1079.29,1257303.38,4029123.50,0.03,0.86,3.10,1.30,0.0024,0.63,0.24,0.13,53.54,0.55,0.12,4.00,119.68,1.00,106432.00,67371.00,0.12,31936.00,1.00,2120.00,55.00,0.25,5336.00,11.00,0.51,23.00,16503.00,3.01,0.63,87211.00,6074.00,4.12,5531.00,4754.00,0.06,4293.00,0.30,0.10
131.00,-461868.12,5.00,130.00,116.20,345.08,551129.66,529239.67,0.04,0.78,3.10,1.20,0.0024,0.78,0.23,0.10,49.28,0.54,0.10,1.00,165.69,1.00,100606.00,39609.00,0.22,23593.00,4.00,1858.00,41.00,0.27,5417.00,11.00,0.37,13.00,15984.00,2.66,0.66,94477.00,5834.00,6.80,5997.00,5142.00,0.06,4260.00,0.33,0.11
132.00,-12218.54,4.00,131.00,702.90,2066.60,1204547.25,2768873.37,0.01,0.93,3.50,0.80,0.0024,0.34,0.25,0.08,57.99,0.49,0.13,3.00,157.61,1.00,127481.00,47876.00,0.17,12893.00,4.00,4047.00,50.00,0.19,4308.00,12.00,0.47,25.00,14525.00,2.61,0.68,77638.00,6931.00,7.33,4925.00,5405.00,0.05,5839.00,0.23,0.11
133.00,89609.20,4.00,132.00,363.71,1246.76,2148286.56,5445224.16,0.03,0.84,3.80,1.40,0.0024,0.71,0.24,0.05,51.50,0.51,0.09,4.00,146.81,1.00,107056.00,40421.00,0.20,47107.00,3.00,1929.00,51.00,0.28,4802.00,9.00,0.36,24.00,13964.00,2.73,0.86,105610.00,7050.00,3.56,4912.00,5964.00,0.05,4776.00,0.22,0.10
