,NPV,BE,Cash_Burn,Net_Con,CLV,Tot_CLV,EV,EV_Rev,MKTSH,Margin,Teach,Signup,Signup_CAGR,Ret,Buy_Class,Buy_Class_CAGR,Class_Price,Course_Cost,Users_Per_Mod,Users_Per_Mod_CAGR,Mod_Cost,Seat_Class,Seat_Class_CAGR,Class_Per_Inst,Misc,E_Dev,E_Course,E_Mod,E_Instr,E_IT,E_Staff,E_Market,E_BizDev,E_Other,E_Total
82.00,549355.39,3.00,354551.35,375.15,1708.21,4811898.86,10114806.50,5580926.73,0.06,0.85,3.10,0.30,0.92,0.15,0.41,0.09,184.51,2807.00,49.00,0.24,5689.00,14.00,0.47,21.00,5333.00,97500.00,11677.12,35044.24,30600.00,1100.30,193800.00,130134.20,25000.00,38773.31,563629.18
83.00,-193186.06,4.00,497540.09,462.66,1053.34,931867.81,3116559.31,3079169.13,0.03,0.82,2.10,0.30,0.54,0.30,0.66,0.10,151.49,2183.00,46.00,0.27,4669.00,6.00,0.60,13.00,5635.00,105000.00,18525.81,39436.24,173520.00,2377.29,399304.00,182858.25,60000.00,64317.94,1045339.54
84.00,-347394.81,4.00,456112.68,434.83,1187.97,539411.95,776214.63,1907665.06,0.01,0.94,2.60,0.31,0.18,0.25,0.42,0.10,155.30,2903.00,50.00,0.27,3556.00,11.00,0.70,25.00,5309.00,105000.00,24636.02,29745.23,46824.00,1744.24,399304.00,182435.82,60000.00,58514.90,908204.21
85.00,-170373.32,4.00,475745.03,273.04,690.70,1046197.34,3140748.03,3166567.11,0.04,0.80,2.80,0.31,0.68,0.27,0.40,0.09,150.20,1990.00,58.00,0.22,4662.00,5.00,0.45,23.00,4101.00,105000.00,16887.94,44419.54,126696.00,2688.23,399304.00,183803.78,60000.00,58202.27,997001.76
86.00,-367562.92,4.00,502610.08,252.06,717.34,679913.75,1232972.51,2271623.55,0.02,0.85,2.50,0.31,0.48,0.24,0.37,0.07,142.76,2390.00,50.00,0.27,4954.00,9.00,0.45,19.00,5115.00,105000.00,20282.50,52155.71,78648.00,2081.18,399304.00,183059.76,60000.00,58106.09,958637.23
87.00,286528.80,4.00,460723.01,383.72,1191.31,2809041.56,8445104.43,5260654.64,0.05,0.80,3.50,0.30,0.82,0.22,0.51,0.11,154.21,3111.00,47.00,0.35,5382.00,9.00,0.62,10.00,5561.00,105000.00,26401.19,73901.32,205968.00,3860.12,399304.00,184692.82,60000.00,70123.36,1129250.81
88.00,96849.65,4.00,412589.69,255.31,697.53,1725991.57,5536659.04,4034912.48,0.05,0.81,3.80,0.29,0.85,0.25,0.36,0.11,136.29,1058.00,50.00,0.22,4998.00,11.00,0.50,24.00,5207.00,105000.00,8978.61,79232.29,63048.00,3478.85,399304.00,184906.29,60000.00,63326.15,967274.19
89.00,-45286.40,4.00,455219.67,320.26,1041.64,1735475.38,4399179.70,3772526.33,0.04,0.78,2.80,0.30,0.71,0.21,0.46,0.09,160.75,3132.00,46.00,0.31,5792.00,6.00,0.36,26.00,4894.00,105000.00,26579.40,73266.48,111096.00,2894.80,399304.00,183783.54,60000.00,63105.36,1025029.58
90.00,-42683.69,4.00,443768.17,369.37,1146.73,1597867.63,4214361.71,3317405.67,0.03,0.87,3.30,0.30,0.58,0.22,0.38,0.13,164.20,2986.00,46.00,0.25,5053.00,7.00,0.64,25.00,6467.00,105000.00,25340.39,69383.75,78648.00,2778.87,399304.00,183768.55,60000.00,66892.53,991116.10
91.00,94913.94,4.00,428151.05,364.30,1184.87,2159066.92,5840849.37,4269686.95,0.05,0.80,2.10,0.30,0.84,0.21,0.56,0.08,151.84,2733.00,48.00,0.28,4855.00,10.00,0.40,15.00,5917.00,105000.00,23193.33,51509.61,111096.00,2856.24,399304.00,183564.68,60000.00,66554.63,1003078.48
92.00,-269234.64,4.00,486101.28,260.76,539.71,656836.69,2101800.51,2765521.10,0.03,0.80,2.90,0.31,0.60,0.33,0.45,0.11,121.30,1855.00,49.00,0.23,4607.00,13.00,0.28,19.00,5609.00,105000.00,15742.27,58276.71,94872.00,2653.98,399304.00,183649.09,60000.00,61596.47,981094.51
93.00,-75931.11,4.00,438436.57,412.47,1043.41,1202084.66,3813285.07,3177942.57,0.03,0.86,2.60,0.28,0.62,0.27,0.51,0.09,161.42,2476.00,53.00,0.22,5101.00,7.00,0.57,20.00,5172.00,105000.00,21012.33,48602.33,94872.00,2429.94,399304.00,183202.70,60000.00,62402.11,976825.39
94.00,996897.88,3.00,345966.24,495.29,1353.17,4023171.04,14714674.53,7698059.10,0.06,0.80,3.90,0.30,0.92,0.25,0.63,0.14,146.75,1879.00,66.00,0.19,4785.00,13.00,0.40,14.00,4361.00,97500.00,7816.64,29475.60,77400.00,1552.60,193800.00,130412.52,25000.00,39143.26,602100.62
95.00,840378.24,3.00,336098.50,504.26,1435.08,3558281.23,12250672.75,6226096.39,0.05,0.86,3.60,0.31,0.83,0.24,0.62,0.09,163.79,2842.00,57.00,0.25,4381.00,9.00,0.53,22.00,6141.00,97500.00,11822.72,26986.96,61800.00,1430.97,193800.00,130302.51,25000.00,42731.55,591374.71
96.00,388914.11,3.00,343523.85,579.97,1800.58,2509103.28,7460082.48,4357234.21,0.04,0.89,2.60,0.30,0.65,0.22,0.71,0.09,159.67,2616.00,55.00,0.26,5791.00,14.00,0.52,22.00,4838.00,97500.00,10882.56,23858.92,46200.00,1095.75,193800.00,129818.27,25000.00,38464.42,566619.93
97.00,-205160.37,4.00,481207.58,411.40,936.64,847321.37,2722772.29,2793454.67,0.02,0.85,3.60,0.28,0.44,0.30,0.58,0.11,134.25,1915.00,46.00,0.27,5463.00,7.00,0.59,18.00,3649.00,105000.00,16251.46,63195.98,141696.00,2784.52,399304.00,183348.30,60000.00,58154.84,1029735.10
98.00,-185877.36,4.00,442287.24,445.17,1085.91,870683.86,2536943.75,2662076.93,0.02,0.88,2.70,0.29,0.44,0.28,0.43,0.13,174.25,2385.00,47.00,0.19,4242.00,13.00,0.51,14.00,4801.00,105000.00,20240.06,44659.78,78648.00,2116.84,399304.00,182924.55,60000.00,59847.21,952740.44
99.00,15426.15,4.00,388510.43,534.19,1520.24,1410929.45,4031588.58,3124810.28,0.02,0.90,2.70,0.29,0.48,0.24,0.56,0.13,156.39,2932.00,45.00,0.25,3841.00,12.00,0.44,26.00,6003.00,105000.00,24882.12,40438.05,63048.00,2508.23,399304.00,183019.08,60000.00,65853.86,944053.34
100.00,-27783.24,4.00,432670.34,403.02,1251.21,1624502.95,4302205.22,3587404.36,0.04,0.81,2.30,0.30,0.65,0.22,0.50,0.13,154.98,3162.00,49.00,0.27,4830.00,12.00,0.35,15.00,4847.00,105000.00,26834.00,46020.24,94872.00,2566.51,399304.00,183251.33,60000.00,61817.93,979666.00
101.00,12143.13,4.00,469072.55,292.99,667.06,1419951.67,5392545.07,4473538.49,0.05,0.73,2.90,0.30,0.87,0.30,0.55,0.11,125.41,2361.00,51.00,0.20,5316.00,11.00,0.39,14.00,6268.00,105000.00,20036.39,72995.06,142920.00,3490.37,399304.00,184342.13,60000.00,68268.11,1056356.07
102.00,-274810.49,4.00,499816.22,284.73,883.97,1001007.87,2147390.99,2640793.82,0.02,0.84,3.80,0.31,0.43,0.22,0.43,0.07,144.39,2363.00,46.00,0.28,4591.00,9.00,0.66,11.00,5164.00,105000.00,20053.36,58074.31,141696.00,2867.15,399304.00,183740.30,60000.00,62109.09,1032844.22
103.00,1223296.28,3.00,331559.60,591.93,1925.22,5400388.45,16729692.07,7728602.20,0.07,0.87,3.00,0.29,0.98,0.21,0.58,0.12,183.10,3106.00,51.00,0.21,4797.00,13.00,0.55,18.00,4093.00,97500.00,12920.96,29549.52,46200.00,1212.94,193800.00,130084.35,25000.00,37921.29,574189.06
104.00,299776.76,4.00,455105.42,334.69,788.27,2185827.78,8707988.47,5715848.34,0.07,0.76,2.80,0.31,1.00,0.29,0.50,0.08,165.35,2254.00,45.00,0.28,4601.00,4.00,0.48,24.00,5311.00,105000.00,19128.35,68153.69,205968.00,3647.94,399304.00,184799.14,60000.00,68906.69,1114907.81
105.00,812420.33,3.00,339685.45,442.33,1510.58,4436070.30,12835343.43,6380840.83,0.07,0.87,3.10,0.30,0.97,0.20,0.54,0.11,150.29,1425.00,60.00,0.30,5094.00,10.00,0.52,23.00,4211.00,97500.00,5928.00,20987.28,46200.00,1240.20,193800.00,130163.81,25000.00,36933.93,557753.22
106.00,-263782.21,4.00,468163.86,335.85,1529.25,1346678.50,1902196.43,2528651.71,0.02,0.84,2.30,0.32,0.40,0.15,0.41,0.11,157.90,1716.00,49.00,0.26,5220.00,10.00,0.38,17.00,4518.00,105000.00,14562.66,54956.16,78648.00,2123.93,399304.00,182820.40,60000.00,57793.37,955208.52
107.00,73802.59,4.00,351217.19,432.61,1181.91,1365395.07,4130672.39,3241786.26,0.02,0.87,4.50,0.30,0.42,0.25,0.58,0.09,146.78,1677.00,49.00,0.27,4480.00,10.00,0.53,22.00,6219.00,105000.00,14231.69,56670.21,94872.00,3530.40,399304.00,184020.53,60000.00,70601.64,988230.47
108.00,389891.86,4.00,364397.97,476.80,1163.07,2160824.44,8346017.93,4703900.85,0.04,0.88,3.10,0.30,0.77,0.28,0.56,0.15,134.24,1380.00,56.00,0.28,5245.00,11.00,0.55,23.00,4606.00,105000.00,11711.23,60892.35,94872.00,3551.26,399304.00,184198.41,60000.00,64707.79,984237.05
109.00,-644800.11,9.00,712435.79,62.37,157.78,296406.25,-180347.53,3101065.23,0.05,0.51,2.20,0.32,0.84,0.27,0.30,0.09,149.32,2720.00,56.00,0.29,5080.00,3.00,0.29,18.00,5072.00,120000.00,48049.59,171374.17,827593.80,14059.13,946437.85,293852.79,160000.00,137366.28,2718733.62
110.00,-259290.00,4.00,462330.50,348.32,881.15,739925.84,1808286.41,2422139.93,0.02,0.88,3.70,0.29,0.37,0.27,0.48,0.08,143.58,2773.00,52.00,0.16,5142.00,9.00,0.59,20.00,5846.00,105000.00,23532.79,65044.24,78648.00,2552.25,399304.00,183307.51,60000.00,63515.30,980904.09
111.00,-20474.32,4.00,456749.15,387.70,1260.99,1802115.96,4676192.75,3867425.27,0.04,0.78,2.70,0.31,0.63,0.21,0.52,0.10,169.37,2389.00,54.00,0.26,4796.00,8.00,0.40,13.00,4538.00,105000.00,20274.01,50492.29,174144.00,2910.63,399304.00,183587.02,60000.00,63633.38,1059345.33
112.00,1296934.37,3.00,364280.33,590.79,1345.06,4204874.15,18732976.40,9473478.27,0.07,0.79,3.60,0.29,1.02,0.30,0.78,0.12,156.65,3427.00,45.00,0.27,4895.00,9.00,0.51,13.00,5446.00,97500.00,14256.32,35244.00,108000.00,1592.48,193800.00,130316.20,25000.00,42759.34,648468.35
113.00,71823.07,4.00,407219.96,359.90,722.99,1186704.43,5087975.39,3630106.06,0.04,0.86,3.20,0.30,0.73,0.34,0.57,0.09,123.49,1747.00,61.00,0.30,4959.00,12.00,0.49,20.00,4953.00,105000.00,14825.74,52208.35,94872.00,3311.97,399304.00,184152.87,60000.00,63286.09,976961.03
114.00,27326.29,4.00,339909.60,572.70,1504.47,1156213.49,3484642.77,2999332.38,0.01,0.88,4.20,0.30,0.28,0.26,0.74,0.09,155.36,1861.00,44.00,0.15,4998.00,14.00,0.44,21.00,6824.00,105000.00,15793.19,73826.46,94872.00,3329.30,399304.00,183406.65,60000.00,74127.00,1009658.60
115.00,105249.95,4.00,367185.26,509.45,1199.86,1345994.82,4808055.07,3396849.09,0.03,0.90,3.20,0.30,0.53,0.29,0.53,0.10,173.88,3769.00,52.00,0.21,5053.00,11.00,0.60,28.00,3779.00,105000.00,31985.24,63918.43,63048.00,2830.10,399304.00,183556.41,60000.00,61323.29,970965.46
116.00,-219290.22,4.00,471917.17,361.55,823.14,801748.62,2481454.29,2688006.11,0.03,0.86,2.50,0.28,0.57,0.30,0.50,0.10,137.20,2212.00,51.00,0.29,4724.00,9.00,0.51,17.00,4724.00,105000.00,18771.92,39900.79,94872.00,2235.07,399304.00,183019.94,60000.00,58572.12,961675.84
117.00,-19049.73,4.00,427049.31,314.93,977.73,1646068.12,4356009.04,3294325.31,0.04,0.89,2.90,0.30,0.71,0.22,0.44,0.10,125.70,3213.00,43.00,0.33,4807.00,14.00,0.50,32.00,4194.00,105000.00,27266.80,60806.63,46824.00,2915.42,399304.00,183860.30,60000.00,58290.67,944267.82
118.00,-91232.92,4.00,450517.30,383.30,1246.65,1546412.43,3793261.51,3180842.68,0.03,0.86,2.50,0.30,0.60,0.21,0.61,0.09,124.52,2926.00,45.00,0.28,4585.00,12.00,0.55,16.00,5330.00,105000.00,24831.21,53230.02,94872.00,2793.17,399304.00,183270.40,60000.00,62752.69,986053.48
119.00,85096.89,4.00,387456.41,533.37,1583.92,1680274.69,4759339.63,3353579.41,0.03,0.91,2.60,0.28,0.56,0.23,0.71,0.09,139.90,3623.00,54.00,0.32,4740.00,12.00,0.59,25.00,4616.00,105000.00,30746.23,40035.94,78648.00,2764.52,399304.00,183059.77,60000.00,62475.96,962034.40
120.00,118344.25,4.00,464006.57,458.47,978.58,1547633.28,6505979.06,4758540.17,0.04,0.76,2.40,0.31,0.77,0.32,0.59,0.11,177.90,2990.00,49.00,0.15,4480.00,8.00,0.51,10.00,5795.00,105000.00,25374.34,61515.78,205968.00,3023.65,399304.00,183735.64,60000.00,69919.12,1113840.52
121.00,305616.99,4.00,408318.95,448.14,1020.29,1957432.94,7982373.77,5201856.91,0.04,0.78,3.00,0.31,0.79,0.30,0.55,0.16,147.82,2761.00,46.00,0.27,5722.00,10.00,0.37,18.00,3747.00,105000.00,23430.95,78569.93,142920.00,3598.80,399304.00,184299.70,60000.00,63657.48,1060780.86
122.00,-235486.31,4.00,440240.76,332.24,840.45,727770.38,1803282.05,2350814.70,0.02,0.89,3.60,0.32,0.35,0.27,0.44,0.06,151.42,1827.00,51.00,0.26,4739.00,8.00,0.47,26.00,5099.00,105000.00,15504.65,54820.75,78648.00,2592.52,399304.00,183472.18,60000.00,61273.53,960615.63
123.00,106570.39,4.00,445066.64,461.24,1500.15,2168538.15,5941235.79,4321576.88,0.03,0.79,3.10,0.32,0.58,0.21,0.59,0.10,175.83,1901.00,55.00,0.20,4313.00,6.00,0.53,13.00,4652.00,105000.00,16132.65,54557.72,237792.00,3366.38,399304.00,183836.54,60000.00,68005.86,1127995.16
124.00,-30112.45,4.00,439934.22,268.77,524.49,1036360.22,4374516.26,3457495.95,0.04,0.85,3.80,0.30,0.77,0.35,0.38,0.11,127.58,2455.00,49.00,0.28,4487.00,9.00,0.50,27.00,4711.00,105000.00,20834.11,61611.89,78648.00,3295.94,399304.00,184763.72,60000.00,60757.66,974215.33
125.00,-131753.48,4.00,497034.63,205.44,501.13,1260887.47,4229237.45,3804483.28,0.06,0.76,2.80,0.30,0.96,0.28,0.30,0.13,134.70,1722.00,44.00,0.19,5355.00,11.00,0.59,15.00,4838.00,105000.00,14613.58,90683.71,78648.00,2935.86,399304.00,184534.41,60000.00,59341.37,995060.92
126.00,1100316.03,3.00,356558.26,387.17,1057.77,4524103.84,16619902.57,8021710.12,0.10,0.84,2.90,0.32,1.20,0.25,0.51,0.12,137.88,2434.00,54.00,0.20,4238.00,13.00,0.37,30.00,5678.00,97500.00,10125.44,26106.08,46200.00,1313.68,193800.00,130328.55,25000.00,39698.94,570072.69
127.00,304213.22,4.00,411399.84,328.04,1066.93,2833207.76,8078351.60,5446576.89,0.06,0.76,3.60,0.31,0.85,0.21,0.54,0.10,139.24,2748.00,57.00,0.25,4402.00,8.00,0.38,18.00,3101.00,105000.00,23320.63,60444.74,189744.00,4258.12,399304.00,185028.00,60000.00,62950.33,1090049.82
128.00,-58760.19,4.00,426330.29,385.60,823.03,1005414.77,3763334.34,3204089.58,0.03,0.85,3.30,0.29,0.59,0.32,0.50,0.11,145.65,2436.00,49.00,0.29,4640.00,10.00,0.31,27.00,4503.00,105000.00,20672.87,53675.52,94872.00,2832.53,399304.00,183690.28,60000.00,61137.01,981184.22
129.00,239592.27,4.00,392602.67,344.50,713.03,1588891.93,6994260.98,5342038.04,0.05,0.71,3.40,0.31,0.84,0.33,0.46,0.11,186.04,1856.00,44.00,0.26,4361.00,9.00,0.23,15.00,4067.00,105000.00,15750.76,69134.06,175368.00,3598.45,399304.00,184814.24,60000.00,66370.15,1079339.66
130.00,-175873.64,4.00,471883.16,318.88,725.99,944998.02,3106522.47,3174374.96,0.03,0.80,2.70,0.30,0.65,0.30,0.48,0.12,133.99,3156.00,53.00,0.27,5541.00,12.00,0.33,17.00,5447.00,105000.00,26783.08,58335.65,94872.00,2671.47,399304.00,183542.87,60000.00,62392.00,992901.06
131.00,10496.66,4.00,455922.97,341.35,896.71,1537401.04,4976551.92,3781869.30,0.04,0.83,3.10,0.30,0.72,0.26,0.52,0.06,154.62,2812.00,55.00,0.21,5133.00,11.00,0.69,10.00,6175.00,105000.00,23863.76,64930.40,141696.00,3151.36,399304.00,184044.24,60000.00,68333.65,1050323.40
132.00,517702.06,3.00,360462.10,471.41,1341.59,2887610.87,9704174.23,5204301.82,0.05,0.88,2.60,0.30,0.88,0.24,0.52,0.11,164.61,2246.00,51.00,0.32,4984.00,9.00,0.58,22.00,4546.00,97500.00,9343.36,25518.08,46200.00,1034.09,193800.00,129939.22,25000.00,36955.34,565290.09
133.00,127361.29,4.00,399503.72,472.09,1401.93,1909760.92,5653789.85,3785574.27,0.04,0.87,2.50,0.31,0.64,0.23,0.56,0.11,154.33,2446.00,50.00,0.25,5178.00,9.00,0.58,21.00,3240.00,105000.00,20757.73,60114.51,94872.00,2869.92,399304.00,183465.33,60000.00,58732.34,985115.84
134.00,671785.83,3.00,343310.05,413.55,1176.92,3293559.70,11267526.17,6579006.93,0.06,0.77,3.80,0.29,0.91,0.24,0.56,0.12,153.70,1688.00,47.00,0.24,5476.00,11.00,0.24,25.00,5060.00,97500.00,7022.08,39427.20,46200.00,1383.44,193800.00,130313.18,25000.00,39609.78,580255.69
135.00,-103391.13,4.00,436510.19,339.94,1222.00,1559680.81,3410872.01,2897466.47,0.03,0.90,2.80,0.30,0.57,0.19,0.41,0.11,138.99,1478.00,45.00,0.37,5085.00,13.00,0.56,24.00,4377.00,105000.00,12542.90,53534.88,63048.00,2542.26,399304.00,183399.51,60000.00,58046.38,937417.94
136.00,31501.69,4.00,383490.66,500.40,2278.52,2243794.96,4085985.14,3253035.63,0.02,0.86,3.30,0.30,0.38,0.15,0.54,0.11,175.70,1330.00,44.00,0.25,5545.00,9.00,0.47,23.00,5220.00,105000.00,11286.91,70142.03,94872.00,2812.53,399304.00,183204.11,60000.00,66093.74,992715.32
137.00,925060.31,3.00,333299.88,391.86,836.39,2882337.78,13277475.95,6631031.98,0.06,0.86,5.00,0.30,0.94,0.32,0.47,0.09,164.01,2952.00,42.00,0.25,4123.00,11.00,0.52,27.00,4412.00,97500.00,12280.32,42384.44,46200.00,1624.84,193800.00,130812.08,25000.00,39216.49,588818.17
138.00,-350875.99,4.00,494100.21,307.24,953.85,753370.72,1280147.08,2332052.65,0.02,0.84,2.90,0.29,0.38,0.22,0.43,0.08,156.52,2471.00,36.00,0.28,5866.00,9.00,0.48,18.00,4444.00,105000.00,20969.89,74202.55,78648.00,2129.06,399304.00,182896.32,60000.00,57539.60,980689.43
139.00,196244.56,4.00,373577.03,444.41,1319.72,2010865.44,6037635.09,4030087.22,0.04,0.85,2.40,0.32,0.69,0.23,0.60,0.09,151.73,2087.00,57.00,0.24,5224.00,14.00,0.29,23.00,4860.00,105000.00,17711.12,49774.27,94872.00,3053.05,399304.00,183616.46,60000.00,64733.07,978063.97
140.00,310977.53,4.00,384561.72,389.56,806.30,1720946.70,7770864.60,4503768.00,0.05,0.88,2.80,0.31,0.88,0.33,0.44,0.13,147.06,485.00,55.00,0.28,4251.00,14.00,0.52,17.00,4911.00,105000.00,4115.90,49352.41,94872.00,3217.50,399304.00,184409.32,60000.00,63635.16,963906.29
141.00,51268.42,4.00,429567.40,327.86,722.37,1351583.34,5315638.10,3913367.44,0.05,0.82,2.80,0.30,0.82,0.31,0.50,0.10,133.13,1946.00,55.00,0.31,4672.00,7.00,0.46,22.00,5265.00,105000.00,16514.53,44514.82,111096.00,3115.31,399304.00,184103.63,60000.00,63660.02,987308.32
142.00,69084.79,4.00,464995.94,309.65,755.34,1638860.71,5886401.67,4137534.31,0.05,0.83,2.90,0.30,0.87,0.28,0.44,0.09,145.54,3059.00,39.00,0.25,5259.00,11.00,0.69,16.00,6703.00,105000.00,25959.90,89058.01,94872.00,3165.24,399304.00,184342.13,60000.00,68523.27,1030224.55
143.00,344812.94,3.00,342779.07,635.81,1809.45,2243316.75,7200643.47,4207051.72,0.03,0.90,2.80,0.31,0.57,0.24,0.68,0.13,155.09,3550.00,55.00,0.25,4416.00,8.00,0.67,23.00,3722.00,97500.00,14768.00,22609.92,46200.00,1143.76,193800.00,129876.38,25000.00,36251.50,567149.56
144.00,-251591.45,4.00,488114.19,286.46,752.52,910518.92,2388399.69,2762915.88,0.03,0.84,2.70,0.31,0.58,0.26,0.40,0.12,132.27,2651.00,48.00,0.25,3655.00,11.00,0.48,14.00,5642.00,105000.00,22497.45,46234.29,94872.00,2479.28,399304.00,183450.94,60000.00,61301.06,975139.01
145.00,172230.25,4.00,480429.54,257.67,838.05,2688526.15,7594659.89,5236735.76,0.08,0.76,2.90,0.31,1.03,0.21,0.38,0.11,145.37,1945.00,47.00,0.19,5014.00,10.00,0.67,10.00,4878.00,105000.00,16506.05,90332.22,142920.00,3609.54,399304.00,185002.35,60000.00,63870.68,1066544.84
146.00,-217979.86,4.00,481284.68,210.60,496.01,903104.07,2783327.47,3083134.31,0.04,0.79,2.80,0.31,0.78,0.29,0.43,0.08,110.89,2102.00,38.00,0.25,5158.00,12.00,0.50,21.00,5114.00,105000.00,17838.41,81768.74,63048.00,2932.77,399304.00,184099.65,60000.00,59933.64,973925.21
147.00,396888.58,4.00,372047.66,377.96,956.11,2319884.74,8658772.97,4975165.69,0.06,0.85,3.10,0.29,0.92,0.27,0.45,0.11,155.87,1329.00,56.00,0.29,4919.00,12.00,0.46,18.00,5377.00,105000.00,11278.43,57107.62,94872.00,3405.62,399304.00,184544.80,60000.00,66627.19,982139.66
148.00,18771.47,4.00,446289.58,338.77,889.94,1550679.81,5001067.90,3807236.16,0.04,0.83,2.70,0.30,0.77,0.26,0.46,0.12,139.28,3361.00,65.00,0.23,4148.00,7.00,0.43,23.00,5038.00,105000.00,28522.79,39522.14,111096.00,2933.73,399304.00,183875.37,60000.00,62381.68,992635.72
149.00,195232.71,4.00,414273.91,294.05,1057.04,2706198.59,6850162.71,4432033.91,0.07,0.83,2.60,0.31,0.93,0.19,0.41,0.11,134.46,1408.00,40.00,0.24,4540.00,11.00,0.67,21.00,4419.00,105000.00,11948.85,76882.18,63048.00,3253.40,399304.00,184379.31,60000.00,60641.25,964457.00
150.00,-86889.29,4.00,443955.13,323.16,613.13,915181.86,3865602.58,3316572.28,0.04,0.83,2.80,0.29,0.75,0.36,0.57,0.08,121.34,2457.00,43.00,0.31,4154.00,7.00,0.55,22.00,3597.00,105000.00,20851.08,52546.44,94872.00,2915.77,399304.00,183786.69,60000.00,57191.78,976467.76
151.00,1065405.61,3.00,379276.55,420.46,1196.59,4758417.14,16876612.28,8544021.50,0.08,0.80,3.50,0.31,1.10,0.24,0.61,0.13,130.92,1336.00,63.00,0.26,5157.00,9.00,0.62,13.00,4800.00,97500.00,5557.76,31767.12,92400.00,1541.16,193800.00,130447.83,25000.00,39125.23,617139.10
152.00,337063.61,4.00,389739.91,362.19,853.03,2054438.54,8073411.77,4758898.13,0.05,0.86,3.30,0.31,0.87,0.29,0.44,0.11,150.24,3132.00,50.00,0.23,4174.00,10.00,0.54,23.00,5833.00,105000.00,26579.40,61828.63,94872.00,3604.03,399304.00,184830.63,60000.00,68273.67,1004292.36
153.00,-43627.54,4.00,466454.09,396.61,1128.70,1529881.43,4462676.30,3478204.49,0.04,0.85,2.40,0.30,0.67,0.24,0.53,0.12,136.94,3014.00,41.00,0.27,5556.00,7.00,0.69,24.00,5447.00,105000.00,25578.01,70281.18,94872.00,2703.34,399304.00,183374.48,60000.00,63235.84,1004348.85
154.00,-233901.83,4.00,457528.15,276.38,993.53,1150890.67,2164881.66,2530144.66,0.03,0.88,2.40,0.28,0.60,0.19,0.43,0.06,132.29,1471.00,49.00,0.17,4980.00,12.00,0.75,25.00,5165.00,105000.00,12483.49,52835.81,46824.00,2170.11,399304.00,183024.41,60000.00,58596.31,920238.13
155.00,-27967.82,4.00,442690.13,335.10,817.42,1291481.77,4389483.39,3539695.36,0.04,0.83,2.90,0.32,0.68,0.28,0.52,0.10,130.35,2410.00,48.00,0.23,5258.00,12.00,0.55,14.00,5621.00,105000.00,20452.22,72198.65,94872.00,3161.88,399304.00,183988.32,60000.00,64945.91,1003922.99
156.00,-3323.73,4.00,409077.20,335.27,1144.96,1776012.95,4276496.95,3238328.07,0.04,0.89,2.70,0.30,0.68,0.20,0.38,0.09,160.58,2761.00,52.00,0.23,4110.00,12.00,0.60,32.00,4678.00,105000.00,23430.95,47715.46,46824.00,2580.98,399304.00,183624.23,60000.00,59906.02,928385.63
157.00,146839.29,4.00,402877.19,457.97,1954.99,2820633.28,5919645.11,4085499.92,0.04,0.83,2.20,0.30,0.68,0.16,0.62,0.09,159.30,1062.00,55.00,0.27,5625.00,6.00,0.46,25.00,4022.00,105000.00,9012.56,53595.00,126696.00,2826.90,399304.00,183250.17,60000.00,61824.42,1001509.04
158.00,433108.92,4.00,372010.16,403.84,889.78,2104508.29,9046657.11,5119172.18,0.06,0.85,2.90,0.30,0.93,0.31,0.54,0.08,155.60,1901.00,45.00,0.31,3792.00,11.00,0.57,13.00,4697.00,105000.00,16132.65,52068.71,126696.00,3526.03,399304.00,184531.84,60000.00,66065.64,1013324.87
159.00,604907.94,3.00,330856.87,572.90,1304.33,2273155.20,9532186.36,4993690.19,0.04,0.90,3.40,0.30,0.72,0.30,0.67,0.10,156.97,2507.00,48.00,0.23,4758.00,16.00,0.64,21.00,4541.00,97500.00,10429.12,29309.28,46200.00,1307.29,193800.00,130112.17,25000.00,38782.94,572440.80
160.00,299995.55,4.00,377358.93,484.60,1273.04,2137405.91,7459307.83,4752687.06,0.04,0.82,3.20,0.30,0.70,0.26,0.66,0.09,160.03,3434.00,55.00,0.22,4841.00,7.00,0.47,20.00,5289.00,105000.00,29142.30,61236.71,157920.00,3612.98,399304.00,184059.69,60000.00,70519.72,1070795.40
161.00,-124676.96,4.00,426911.57,291.62,1106.57,1564006.25,3113006.36,2934002.90,0.03,0.86,3.40,0.29,0.57,0.18,0.46,0.07,130.90,2528.00,60.00,0.23,5276.00,12.00,0.47,24.00,4429.00,105000.00,21453.62,55545.73,63048.00,2895.93,399304.00,183698.46,60000.00,59331.61,950277.34
162.00,-164659.97,4.00,500434.61,302.86,985.03,1510102.10,3674784.47,3434050.01,0.03,0.79,3.40,0.30,0.61,0.21,0.49,0.11,130.77,2577.00,41.00,0.32,4945.00,9.00,0.49,13.00,4378.00,105000.00,21869.45,67900.78,157920.00,3195.87,399304.00,183928.71,60000.00,60987.71,1060106.53
163.00,709990.03,3.00,345598.47,449.42,959.24,2476147.68,11311886.42,6034856.31,0.05,0.84,4.10,0.32,0.83,0.32,0.51,0.12,163.75,1486.00,45.00,0.22,4779.00,12.00,0.56,16.00,4390.00,97500.00,6181.76,39378.96,61800.00,1484.50,193800.00,130535.32,25000.00,38841.90,594522.44
